yr_cleaned,start,era,era_cleaned,sub_era,sub-sub-era,event_cleaned,source_text,sub-key,type,y-key,pivot,source_cleaned
31 ABY,31,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Race for the Lost Treasure of Count Dooku.,"Star Wars: The Rise of Skywalker: The Visual Dictionary establishes Brendol Hux's killing as having occurred four years before the Starkiller Incident, which Star Wars: Galactic Atlas dates to 34 ABY. Hence, it could be calculated that Hux died in 30 ABY.",0,Canon,1,1,ST
31 ABY,31,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Poe Dameron and BB-8 leaves the New Republic for the Resistance.,"""The Crimson Corsair and the Lost Treasure of Count Dooku""",1,Canon,2,1,Other
32 ABY,32,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Poe Dameron forms Black Squadron and begins searching for Lor San Tekka; the Hunt for Lor San Tekka commences.,"Star Wars: The Rise of Skywalker: The Visual Dictionary states that BB-8 and Poe Dameron joined the Resistance three years prior to the Starkiller Incident, which Star Wars: Galactic Atlas dates to 34 ABY. Therefore, it could be found that BB-8 and Dameron joined the Resistance in 31 ABY.",0,Canon,1,0,ST
33 ABY,33,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The Suraz engagement occurs.,"Star Wars: The Rise of Skywalker: The Visual Dictionary provides this information, and dates the Jedi training of Leia Organa as between her wedding with Han Solo and the birth of Ben Solo, with both having occured thirty years before the Starkiller Incident, which is dated to 34 ABY by Star Wars: Galactic Atlas. As such, Organa's training must have taken place in 4 ABY, and specifically in between her wedding and the birth of Ben Solo. Moreover, Aftermath alludes to Organa not having been trained in the ways of the Force, thus the chronological placement of Organa's training as after the events of Aftermath.",1,Canon,1,1,ST
33 ABY,33,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The skirmish in OR-Kappa-2722 occurs.,"Star Wars: The Rise of Skywalker: The Visual Dictionary provides this information, and dates the Jedi training of Leia Organa as between her wedding with Han Solo and the birth of Ben Solo, with both having occured thirty years before the Starkiller Incident, which is dated to 34 ABY by Star Wars: Galactic Atlas. As such, Organa's training must have taken place in 4 ABY, and specifically in between her wedding and the birth of Ben Solo. Moreover, Aftermath alludes to Organa not having been trained in the ways of the Force, thus the chronological placement of Organa's training as after the events of Aftermath.",2,Canon,2,1,ST
33 ABY,33,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The mission to Taul occurs.,"Star Wars: The Rise of Skywalker: The Visual Dictionary states that Poe Dameron began leading Black Squadron on missions two years before the Starkiller Incident, which Star Wars: Galactic Atlas dates to 34 ABY. The mission to Ovanis was the first mission that Black Squadron undertook as stated in Poe Dameron 1. Therefore, the mission must have occurred in 32 ABY.",3,Canon,3,1,ST
33 ABY,33,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The rescue of Admiral Ackbar occurs.,"Star Wars: The Rise of Skywalker: The Visual Dictionary states that Poe Dameron began leading Black Squadron on missions two years before the Starkiller Incident, which Star Wars: Galactic Atlas dates to 34 ABY. The mission to Ovanis was the first mission that Black Squadron undertook as stated in Poe Dameron 1. Therefore, the mission must have occurred in 32 ABY.",4,Canon,4,1,ST
33 ABY,33,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Operation: Sabre Strike occurs.,"Star Wars: The Rise of Skywalker: The Visual Dictionary provides this information, and dates the Jedi training of Leia Organa as between her wedding with Han Solo and the birth of Ben Solo, with both having occured thirty years before the Starkiller Incident, which is dated to 34 ABY by Star Wars: Galactic Atlas. As such, Organa's training must have taken place in 4 ABY, and specifically in between her wedding and the birth of Ben Solo. Moreover, Aftermath alludes to Organa not having been trained in the ways of the Force, thus the chronological placement of Organa's training as after the events of Aftermath.",6,Canon,5,1,ST
33 ABY,33,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The mission to Ovanis occurs.,Star Wars Special: C-3PO 1,7,Canon,6,1,Other
33 ABY,33,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The mission to Megalox Beta occurs.,Poe Dameron 1,8,Canon,7,1,Other
33 ABY,33,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Senator Lanever Villecham is elected Chancellor of the New Republic.,"Star Wars: Complete Locations dates the creation of the Jedi Temple to around 4,000 years before the events of Star Wars: Episode III Revenge of the Sith. As the latter's events is established to have occurred in 19 BBY by Star Wars: Galactic Atlas, it could be found that the Jedi Temple was created around 4,000 years before the Battle of Yavin.",0,Canon,8,1,PT
33 ABY,33,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The mission to rendezvous with the Resistance occurs.,"The epilogue of ""Family Reunion – and Farewell"" occurs after the end of the Galactic Civil War, which Star Wars: Galactic Atlas dates to 5 ABY, so the epilogue must take place during or after that year. The Liberation of Lothal occurs prior to Rogue One: A Star Wars Story, which the Galactic Atlas dates to 0 BBY, so the event must take place during or prior to that year. The Liberation takes place between ""Wolves and a Door"" and ""Family Reunion – and Farewell""'s epilogue, which Star Wars: Women of the Galaxy establishes there is a five-year gap between. Therefore, the epilogue must take place in 5 ABY, after the end of the Galactic Civil War.",5,Canon,9,1,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,FN-2187 and Poe Dameron escape from the Finalizer.,Star Wars: The Last Jedi: The Visual Dictionary,29,Canon,1,0,ST
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Race between Kazuda Xiono and Torra Doza,"The epilogue of ""Family Reunion – and Farewell"" occurs after the end of the Galactic Civil War, which Star Wars: Galactic Atlas dates to 5 ABY, so the epilogue must take place during or after that year. The Liberation of Lothal occurs prior to Rogue One: A Star Wars Story, which the Galactic Atlas dates to 0 BBY, so the event must take place during or prior to that year. The Liberation takes place between ""Wolves and a Door"" and ""Family Reunion – and Farewell""'s epilogue, which Star Wars: Women of the Galaxy establishes there is a five-year gap between. Therefore, the epilogue must take place in 5 ABY, after the end of the Galactic Civil War.",11,Canon,2,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,"Attack on Tuanul. The village of Tuanul is sacked by the First Order, which had been pursuing a clue to missing Jedi Master Luke Skywalker's location.",Star Wars: The Last Jedi: The Visual Dictionary,28,Canon,3,0,ST
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,"The scavenger Rey, the former First Order stormtrooper Finn,  and the Resistance astromech droid BB-8 escape from Jakku to evade the First Order.",Star Wars: The Last Jedi: The Visual Dictionary,30,Canon,4,0,ST
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Skirmish aboard the Eravana.,Star Wars: The Last Jedi: The Visual Dictionary,31,Canon,5,0,ST
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The mission to Athulla occurs.,Star Wars: Episode VI Return of the Jedi,32,Canon,6,0,OT
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,"Hosnian Cataclysm. The Hosnian system is targeted and destroyed by the First Order's superlaser weapon, the Starkiller.      Believing that purging of his past would make himself stronger, Ben Solo, hiding behind the façade of ""Kylo Ren,"" ended his father's life.  ",Star Wars: The Last Jedi: The Visual Dictionary,33,Canon,7,0,ST
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,The Cosmic Force is reawakened as individuals such as Rey and Finn experience an awakening in their connection to the Force.,"Star Wars: Complete Locations dates the creation of the Jedi Temple to around 4,000 years before the events of Star Wars: Episode III Revenge of the Sith. As the latter's events is established to have occurred in 19 BBY by Star Wars: Galactic Atlas, it could be found that the Jedi Temple was created around 4,000 years before the Battle of Yavin.",34,Canon,8,0,PT
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,The battle of Kestro occurs.,Star Wars: Episode VI Return of the Jedi,35,Canon,9,0,OT
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,"The Colossus Resistance lead by Jarek Yeager, Kazuda Xiono and Captain Imanuel Doza expel First Order forces from the Colossus and take the station into hyperspace. Tamara Ryvora joins the First Order."," Star Wars Resistance – ""Descent""",36,Canon,10,0,Resistance
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,"Battle of Takodana. The First Order sacks Takodana Castle, searching for Resistance astromech droid BB-8.",Star Wars: The Last Jedi: The Visual Dictionary,37,Canon,11,0,ST
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,"Battle of Starkiller Base. Resistance forces engage with First Order at their stronghold, destroying the Starkiller superweapon.",Star Wars: The Last Jedi: The Visual Dictionary,38,Canon,12,0,ST
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,Kylo Ren kills Han Solo during the battle.,Star Wars: The Last Jedi: The Visual Dictionary,39,Canon,13,0,ST
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,The skirmish on the Retribution occurs.,Star Wars: Episode VI Return of the Jedi,40,Canon,14,0,OT
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,The hunt for Rivas occurs.," Star Wars Resistance – ""No Escape: Part 2""",41,Canon,15,0,Resistance
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,"With the exposure of their base on D'Qar, the Resistance begins evacuating. The First Order attacks in the midst of the evacuation, but the Resistance fleet escapes.",The Rise of Kylo Ren 3,42,Canon,16,0,Other
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,General Leia Organa sends Inferno Squad and Black Squadron on a mission to the Outer Rim Territories to find allies of the Resistance.,"Star Wars: Episode VI Return of the Jedi, Captain Phasma 1",43,Canon,17,0,OT
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,"The First Order dispatches Commander Pyre and Agent Tierny on a hunt for the Colossus      Siroc was adamant in flying in ""the way the wind is blowing,"" thinking that resistance against the new order would only lead to more suffering, and that the new order would peacefully negotiate with his people.  ",Poe Dameron 29,44,Canon,18,0,Other
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,Skirmish over D'Qar,Poe Dameron 29,45,Canon,19,0,Other
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,Sabotage of the Colossus," Star Wars Resistance – ""A Quick Salvage Run""",46,Canon,20,0,Resistance
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,Mission to Celsor 3," Star Wars Resistance – ""The Engineer""",47,Canon,21,0,Resistance
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,Battle on Pastoria. Black Squadron fails to persuade King Siroc to ally with the Resistance against the First Order.,Captain Phasma 1,48,Canon,22,0,Other
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,"Rey and Chewbacca find Luke Skywalker on Ahch-To, a planet in the Unknown Regions. Skywalker briefly trains her, before she departs to try to redeem Kylo Ren.","Star Wars: The Last Jedi: The Visual Dictionary, The Rise of Kylo Ren 3",49,Canon,23,0,ST
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,"The First Order fleet ambushes the fleeing Resistance in realspace, having deployed their recently developed means of tracking a ship through hyperspace.",The Rise of Kylo Ren 3,50,Canon,24,0,Other
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,The Mission to Canto Bight occurs.,The Rise of Kylo Ren 3,51,Canon,25,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Mission to contact the Resistance," Star Wars Resistance – ""The Disappeared""",27,Canon,26,0,Resistance
34 ABY,34,A war renewed (34 – 35 ABY),A war renewed,,,Rey's lightsaber is destroyed during the fight.,The Rise of Kylo Ren 3,53,Canon,27,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Rescue on the Colossus," Star Wars Resistance – ""The Core Problem""",26,Canon,28,0,Resistance
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Escape from the Colossus," Star Wars Resistance – ""The Doza Dilemma""",24,Canon,29,0,Resistance
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The skirmish on Pheryon occurs.,Poe Dameron 4,0,Canon,30,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The mission to Kaddak occurs.,The Last Jedi: Cobalt Squadron,1,Canon,31,0,ST
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,"A battle over a desert planet occurs.      Both in search of the self-exiled Luke Skywalker, Poe Dameron served Leia Organa faithfully and without compromising others, whilst First Order forces led by Agent Terex razed through worlds and pursued their own ambitions en route.",Poe Dameron 7,2,Canon,32,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The funeral of L'ulo L'ampar occurs.,Poe Dameron 11,3,Canon,33,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,A mission to obtain fuel occurs.,Poe Dameron 14,4,Canon,34,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The mission to Spalex occurs.,Poe Dameron 15,5,Canon,35,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The mission to Cato Neimoidia occurs.,Poe Dameron 17,6,Canon,36,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The mission to Pillio occurs.,Star Wars: Episode VI Return of the Jedi,7,Canon,37,0,OT
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Rescue of Lor San Tekka occurs.,Poe Dameron 21,8,Canon,38,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Missions against pirates in the Cassander sector occurs.,Poe Dameron 25,9,Canon,39,0,Other
34 ABY,34,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Kazuda Xiono embarks on a mission to spy on First Order activity at the Colossus platform on Castilon.,"The epilogue of ""Family Reunion – and Farewell"" occurs after the end of the Galactic Civil War, which Star Wars: Galactic Atlas dates to 5 ABY, so the epilogue must take place during or after that year. The Liberation of Lothal occurs prior to Rogue One: A Star Wars Story, which the Galactic Atlas dates to 0 BBY, so the event must take place during or prior to that year. The Liberation takes place between ""Wolves and a Door"" and ""Family Reunion – and Farewell""'s epilogue, which Star Wars: Women of the Galaxy establishes there is a five-year gap between. Therefore, the epilogue must take place in 5 ABY, after the end of the Galactic Civil War.",10,Canon,40,0,Other
