time,yr_cleaned,event,era,sub_era,start,y-key
9 ABY,9 ABY,The Noghri defect to the New Republic when they discover that the Empire has been manipulating them and polluting their world.[177],After the Battle of Yavin (ABY),0,9,3
9 ABY,9 ABY,Obi-Wan Kenobi's spirit moves on.[113],After the Battle of Yavin (ABY),0,9,4
9 ABY,9 ABY,Bestine IV joins the New Republic.,After the Battle of Yavin (ABY),0,9,5
9 ABY,9 ABY,"Ysanne Isard returns, and helps Rogue Squadron defeat her clone, who is using a warlord to do her dirty work. Isard is killed by Iella Wessiri on the Lusankya, while Wedge Antilles kills the clone and warlord.",After the Battle of Yavin (ABY),0,9,6
9 ABY,9 ABY,"The Battle of Bilbringi is fought: Thrawn is assassinated by his bodyguard, Rukh. His death marks the end of the Thrawn Crisis.",After the Battle of Yavin (ABY),0,9,7
9 ABY,9 ABY,Thrawn gains custody of a large portion of the lost Katana fleet.,After the Battle of Yavin (ABY),0,9,8
9 ABY,9 ABY,"Beginning of the Thrawn Crisis: Grand Admiral Thrawn returns from the Unknown Regions and seizes control of the Imperial fleet, managing to recruit Captain Gilad Pellaeon and the insane Dark Jedi clone Joruus C'baoth to his cause.[113][176][177]",After the Battle of Yavin (ABY),0,9,9
9 ABY,9 ABY,Joruus C'baoth is killed at Mount Tantiss by Luke Skywalker and Mara Jade.,After the Battle of Yavin (ABY),0,9,10
10 ABY,10 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,10,0
10 ABY,10 ABY,Luke Skywalker meets Kam Solusar.,After the Battle of Yavin (ABY),0,10,1
10 ABY,10 ABY,Alema Rar is born on Ryloth. (Approximate date),After the Battle of Yavin (ABY),0,10,2
10 ABY,10 ABY,"The Galactic Empire recaptures Coruscant, but splinters into factions, and fights with each other. The New Republic is forced to hide at Pinnacle Base.[178]",After the Battle of Yavin (ABY),0,10,3
10 ABY,10 ABY,"Operation Shadow Hand: the Empire is revitalized as the ""Dark Empire"" under the rule of the reborn Emperor Palpatine, who seduces Luke Skywalker to the dark side of the Force and makes him his second-in-command. However, Luke turns against him and kills Palpatine with Leia and destroys his flagship Eclipse.[178]",After the Battle of Yavin (ABY),0,10,4
10 ABY,10 ABY,The New Republic wins the Battle of Calamari.[178],After the Battle of Yavin (ABY),0,10,5
10 ABY,10 ABY,Anakin Solo is born to Leia Organa and Han Solo.[179],After the Battle of Yavin (ABY),0,10,6
11 ABY,11 ABY,"Palpatine returns again, but Empatajayos Brand destroys his life-force. Brand dies and Palpatine is ultimately dead, freeing the Empire from Sith rule once again.",After the Battle of Yavin (ABY),0,11,0
11 ABY,11 ABY,"Luke Skywalker establishes the Jedi Praxeum on Yavin 4, and his sister Leia becomes Chief of State of the New Republic.",After the Battle of Yavin (ABY),0,11,1
11 ABY,11 ABY,Admiral Natasi Daala and her fleet of Star Destroyers emerge from the Maw after 11 years in isolation.,After the Battle of Yavin (ABY),0,11,2
11 ABY,11 ABY,The planet Anoth is rediscovered by Luke Skywalker and Admiral Gial Ackbar.,After the Battle of Yavin (ABY),0,11,3
11 ABY,11 ABY,"The Battle of Ord Cantrell is fought. The last Galactic Emperor, Xandel Carivus is executed by Kir Kanos.[181]",After the Battle of Yavin (ABY),0,11,4
11 ABY,11 ABY,The New Republic reoccupies Coruscant.,After the Battle of Yavin (ABY),0,11,5
11 ABY,11 ABY,"Carnor Jax briefly reorganizes Palpatine's Dark Empire into the Crimson Empire, but he is killed on Yinchorr before the movement gains any significant traction.",After the Battle of Yavin (ABY),0,11,6
11 ABY,11 ABY,"R2-D2 destroys Eclipse II and the Galaxy Gun, causing the destruction of the Imperial Fleet, and the planet Byss, where Palpatine's cloning machines were located.[179][180]",After the Battle of Yavin (ABY),0,11,7
11 ABY,11 ABY,Ponc Gavrisom is elected to the New Republic Senate.,After the Battle of Yavin (ABY),0,11,8
11 ABY,11 ABY,Exar Kun's spirit is destroyed.,After the Battle of Yavin (ABY),0,11,9
11 ABY,11 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,11,10
11 ABY,11 ABY,"Kyp Durron, under the influence of Exar Kun, uses the Sun Crusher to destroy Carida.",After the Battle of Yavin (ABY),0,11,11
11 ABY,11 ABY,"Corran Horn trains at the Jedi Praxeum on Yavin 4. He rescues his wife from Leonia Tavira, and destroys the Invids from the inside-out.",After the Battle of Yavin (ABY),0,11,12
12 ABY,12 ABY,"The term ""Imperial Remnant"" is used for the first time referring to the shattered remains of the Empire, now unified under Gilad Pellaeon. After her defeat in the Assault on Yavin 4, Admiral Daala turns control of the United Warlord Fleets over to Pellaeon, who forms the Remnant. The Council of Moffs is formed to serve as the Remnant's governing body. This marks the end of the Imperial Civil War.",After the Battle of Yavin (ABY),0,12,0
12 ABY,12 ABY,Darksaber is constructed.,After the Battle of Yavin (ABY),0,12,1
12 ABY,12 ABY,Crix Madine is killed.,After the Battle of Yavin (ABY),0,12,2
12 ABY,12 ABY,"The lost superweapon Eye of Palpatine is found by former Emperor's Hand Roganda Ismaren, who uses it in a plot to restore the Galactic Empire. This plot is foiled by Luke Skywalker, Nichos Marr, and Cray Mingla, who destroy the Eye.",After the Battle of Yavin (ABY),0,12,3
12 ABY,12 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,12,4
13 ABY,13 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,13,0
13 ABY,13 ABY,Seti Ashgad resurfaces for the first time in nearly three decades and unleashes the Death Seed plague to try and conquer the galaxy.,After the Battle of Yavin (ABY),0,13,1
13 ABY,13 ABY,Nien Nunb becomes the Administrator of Kessel.,After the Battle of Yavin (ABY),0,13,2
13 ABY,13 ABY,Tahiri Veila is born to Cassa and Tryst Veila.[182],After the Battle of Yavin (ABY),0,13,3
13 ABY,13 ABY,Adumar joins the New Republic as a planetary government.,After the Battle of Yavin (ABY),0,13,4
13 ABY,13 ABY,Valin Horn is born on Coruscant.,After the Battle of Yavin (ABY),0,13,5
14 ABY,14 ABY,Rise and fall of the Disciples of Ragnos.[183],After the Battle of Yavin (ABY),0,14,0
14 ABY,14 ABY,"Following the collapse of the Empire Reborn movement, and destruction of Disciples of Ragnos cult, major armed conflict between the New Republic and the Imperial Remnant drops off, turning into almost a cold war.",After the Battle of Yavin (ABY),0,14,1
14 ABY,14 ABY,"Lord Hethrir captures Han and Leia's children, but is defeated.",After the Battle of Yavin (ABY),0,14,2
14 ABY,14 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,14,3
15 ABY,15 ABY,Tahiri Veila is orphaned.,After the Battle of Yavin (ABY),0,15,0
15 ABY,15 ABY,"Ailyn Vel concludes that her father, Boba Fett, is dead.",After the Battle of Yavin (ABY),0,15,1
15 ABY,15 ABY,Sliven is injured badly during a battle between his tribe of Tusken Raiders and a group of smugglers.,After the Battle of Yavin (ABY),0,15,2
15 ABY,15 ABY,Lord Cronal is killed for the final time on Andooweel. (Approximate date),After the Battle of Yavin (ABY),0,15,3
15 ABY,15 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,15,4
15 ABY,15 ABY,Luke Skywalker confronts Brakiss for his dark side leanings. Brakiss flees Yavin 4.,After the Battle of Yavin (ABY),0,15,5
16 ABY,16 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,16,0
16 ABY,16 ABY,The Black Fleet Crisis.,After the Battle of Yavin (ABY),0,16,1
16 ABY,16 ABY,Jysella Horn is born. (Approximate date),After the Battle of Yavin (ABY),0,16,2
17 ABY,17 ABY,Tycho Celchu marries Winter.,After the Battle of Yavin (ABY),0,17,0
17 ABY,17 ABY,The Almanian Uprising.,After the Battle of Yavin (ABY),0,17,1
17 ABY,17 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,17,2
18 ABY,18 ABY,The Corellian Insurrection.,After the Battle of Yavin (ABY),0,18,0
18 ABY,18 ABY,Kam Solusar marries Tionne.,After the Battle of Yavin (ABY),0,18,1
18 ABY,18 ABY,"Admiral Gilad Pellaeon resurfaces to launch a major offensive against the New Republic, the last gasp of the once-powerful Empire. NR forces under Admiral Gial Ackbar defeat Pellaeon in the Battle of Anx Minor. The Imperial Remnant is reduced to a mere eight backwater sectors in the Outer Rim Territories, now posing no threat whatsoever to the New Republic and/or the Galaxy at large.",After the Battle of Yavin (ABY),0,18,2
18 ABY,18 ABY,"Ponc Gavrisom is elected Chief of State of the New Republic, succeeding Leia Organa Solo.",After the Battle of Yavin (ABY),0,18,3
18 ABY,18 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,18,4
19 ABY,19 ABY,"Viqi Shesh is elected to the New Republic Senate, representing Kuat.",After the Battle of Yavin (ABY),0,19,0
19 ABY,19 ABY,The Caamas Document Crisis.,After the Battle of Yavin (ABY),0,19,1
19 ABY,19 ABY,"The New Republic and the last fragment of the Empire sign the Pellaeon–Gavrisom Treaty, ending the 21-year-long Galactic Civil War.[184]",After the Battle of Yavin (ABY),0,19,2
19 ABY,19 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,19,3
20 ABY,20 ABY,Luke Skywalker marries Mara Jade.,After the Battle of Yavin (ABY),0,20,0
21 ABY,21 ABY,Leia Organa Solo is reinstated as Chief of State of the New Republic.,After the Battle of Yavin (ABY),0,21,0
21 ABY,21 ABY,GemDiver Station completes construction.,After the Battle of Yavin (ABY),0,21,1
22 ABY,22 ABY,Danni Quee joins the Extragalactic Society.,After the Battle of Yavin (ABY),0,22,0
22 ABY,22 ABY,Jacen and Jaina Solo join the Luke Skywalker's Jedi Praxeum on Yavin 4.,After the Battle of Yavin (ABY),0,22,1
22 ABY,22 ABY,"Their younger brother Anakin Solo joins the Junior Jedi Class of the Academy months later and befriends a young Human girl named Tahiri Veila. The two young trainees have several adventures, including discovering the Golden Globe and the ancient Jedi Master Ikrit and accompanying their Melodie friend Lyric to her homeworld of Yavin 8 to undergo an important ceremony. Anakin later returns to Coruscant where he attended school, developed his piloting skills, and studied under the careful tutelage of C-3PO.",After the Battle of Yavin (ABY),0,22,2
22 ABY,22 ABY,Luke and Mara Jade Skywalker travel to the Unknown Regions where they join a Chiss/Empire of the Hand mission to locate the remains of the ill-fated Old Republic/Jedi expedition Outbound Flight. They discover it in an inaccessible region known as the Redoubt and also learn that the survivors of the Outbound Flight have founded a colony within the wreckage. This combined team also defeats a Vagaari attack.[185],After the Battle of Yavin (ABY),0,22,3
22 ABY,22 ABY,"Lando Calrissian's memoir, How to Succeed in Everything, is published.",After the Battle of Yavin (ABY),0,22,4
23 ABY,23 ABY,"The Diversity Alliance, an extremist anti-Human organization, is formed.",After the Battle of Yavin (ABY),0,23,0
23 ABY,23 ABY,"Jacen and Jaina Solo fight against the Second Imperium which attempts to disrupt the peace between the New Republic and Imperial Remnant, as it has become known, and restart the Galactic Civil War.",After the Battle of Yavin (ABY),0,23,1
23 ABY,23 ABY,"Following the defeat of the Shadow Academy, the Jedi Academy is rebuilt. Anakin Solo also came to aid in the reconstruction efforts.",After the Battle of Yavin (ABY),0,23,2
23 ABY,23 ABY,Leia Organa Solo resigns her post as Chief of State and the Bothan Borsk Fey'lya replaces her.,After the Battle of Yavin (ABY),0,23,3
23 ABY,23 ABY,Sien Sovv becomes Supreme Commander of the New Republic Defense Force.,After the Battle of Yavin (ABY),0,23,4
23 ABY,23 ABY,Boba Fett retires from bounty hunting and claims the title of Mandalore.,After the Battle of Yavin (ABY),0,23,5
24 ABY,24 ABY,The Diversity Alliance is defeated by the Solo twins.,After the Battle of Yavin (ABY),0,24,0
24 ABY,24 ABY,Jan Dodonna dies.[144],After the Battle of Yavin (ABY),0,24,1
24 ABY,24 ABY,The Cooperative Council of Independent Planetary Governments is formed.[187],After the Battle of Yavin (ABY),0,24,2
24 ABY,24 ABY,Yomin Carr infiltrates the Extragalactic Society.,After the Battle of Yavin (ABY),0,24,3
24 ABY,24 ABY,Luke Skywalker finds the lost Book of Sith in the ruins of Mount Tantiss.[167],After the Battle of Yavin (ABY),0,24,4
24 ABY,24 ABY,The lightsaber of Obi-Wan Kenobi is found at Bast Castle on Vjun.,After the Battle of Yavin (ABY),0,24,5
24 ABY,24 ABY,Lando Calrissian establishes a mining operation in the Dubrillion system.,After the Battle of Yavin (ABY),0,24,6
24 ABY,24 ABY,Mon Mothma dies.[186],After the Battle of Yavin (ABY),0,24,7
24 ABY,24 ABY,An attempt by Czethros to return Black Sun to its former glory is thwarted by the Solo twins and their Jedi companions.,After the Battle of Yavin (ABY),0,24,8
25 ABY,25 ABY,The Yuuzhan Vong invade the galaxy.,After the Battle of Yavin (ABY),The New Jedi Order era,25,0
25 ABY,25 ABY,"Sris Lehhett launches a bloody coup of the Centrality, declaring himself Scrivinir.",After the Battle of Yavin (ABY),The New Jedi Order era,25,1
25 ABY,25 ABY,Chewbacca dies at Sernpidal.,After the Battle of Yavin (ABY),The New Jedi Order era,25,2
25 ABY,25 ABY,"The New Republic Historical Council sets the year of the Battle of Yavin to the year zero, adopting the current date system.",After the Battle of Yavin (ABY),The New Jedi Order era,25,3
26 ABY,26 ABY,Ben Skywalker is born to Luke Skywalker and Mara Jade.,After the Battle of Yavin (ABY),0,26,0
26 ABY,26 ABY,"Destruction of Kalarba, its moon Indobok, and Hosk Station.",After the Battle of Yavin (ABY),0,26,1
26 ABY,26 ABY,The Jedi Order is driven off Yavin 4 by the Yuuzhan Vong following their invasion of the world and the destruction of the Jedi Praxeum.,After the Battle of Yavin (ABY),0,26,2
26 ABY,26 ABY,Sriluur is overrun by the Yuuzhan Vong.,After the Battle of Yavin (ABY),0,26,3
26 ABY,26 ABY,Nyriaan is conquered by the Yuuzhan Vong.[40],After the Battle of Yavin (ABY),0,26,4
26 ABY,26 ABY,Duro becomes the first Core World to be conquered by the Yuuzhan Vong.,After the Battle of Yavin (ABY),0,26,5
26 ABY,26 ABY,Nal Hutta and Nar Shaddaa are Vongformed after the Yuuzhan Vong take total control of Hutt Space. The Hutts are forced to take refuge on Tatooine.,After the Battle of Yavin (ABY),0,26,6
27 ABY,27 ABY,The Bothans declare a state of ar'krai for the first time in millennia.,After the Battle of Yavin (ABY),0,27,0
27 ABY,27 ABY,"The Yuuzhan Vong conquer Coruscant, renaming it for their dead home planet, Yuuzhan'tar. The New Republic relocates to Mon Calamari.",After the Battle of Yavin (ABY),0,27,1
27 ABY,27 ABY,Anakin Solo dies on Myrkr.,After the Battle of Yavin (ABY),0,27,2
27 ABY,27 ABY,Chief of State Borsk Fey'lya is killed.,After the Battle of Yavin (ABY),0,27,3
27 ABY,27 ABY,Tenel Ka Chume Ta' Djo becomes Queen Mother of the Hapes Consortium.,After the Battle of Yavin (ABY),0,27,4
27 ABY,27 ABY,"First YVH 1 droid, YVH 1-1A, is released.",After the Battle of Yavin (ABY),0,27,5
27 ABY,27 ABY,Jacen Solo is imprisoned by the Yuuzhan Vong. While imprisoned he encounters Vergere.,After the Battle of Yavin (ABY),0,27,6
27 ABY,27 ABY,The Voxyn are destroyed on Myrkr.,After the Battle of Yavin (ABY),0,27,7
27 ABY,27 ABY,Vestara Khai is born on Kesh.,After the Battle of Yavin (ABY),0,27,8
