event,era,sub-era,sub-sub-era,year-cleaned,start,end,start+deprecated,end,yearcode,year-3,year-2,year,order-code,y-key
Theft of the phase connector[649],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,988,21
Kidnapping of Torra Doza[650],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,989,22
First Order occupies the Colossus.[651],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,990,23
Escape from the Colossus[651],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,991,24
Mission to the Dassal system[652],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,992,25
Rescue on the Colossus[653],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,993,26
Mission to contact the Resistance[654],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,994,27
"Attack on Tuanul. The village of Tuanul is sacked by the First Order, which had been pursuing a clue to missing Jedi Master Luke Skywalker's location.[15]",New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,995,28
FN-2187 and Poe Dameron escape from the Finalizer.[15],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,996,29
"The scavenger Rey, the former First Order stormtrooper Finn,  and the Resistance astromech droid BB-8 escape from Jakku to evade the First Order.[15]",New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,997,30
Skirmish aboard the Eravana.[15],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,998,31
The mission to Athulla occurs.[549],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,999,32
"Hosnian Cataclysm. The Hosnian system is targeted and destroyed by the First Order's superlaser weapon, the Starkiller.[15]      Believing that purging of his past would make himself stronger, Ben Solo, hiding behind the façade of ""Kylo Ren,"" ended his father's life.  ",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1000,33
The Cosmic Force is reawakened as individuals such as Rey and Finn experience an awakening in their connection to the Force.[49],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1001,34
The battle of Kestro occurs.[549],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1002,35
"The Colossus Resistance lead by Jarek Yeager, Kazuda Xiono and Captain Imanuel Doza expel First Order forces from the Colossus and take the station into hyperspace. Tamara Ryvora joins the First Order.[655]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1003,36
"Battle of Takodana. The First Order sacks Takodana Castle, searching for Resistance astromech droid BB-8.[15]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1004,37
"Battle of Starkiller Base. Resistance forces engage with First Order at their stronghold, destroying the Starkiller superweapon.[15]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1005,38
Kylo Ren kills Han Solo during the battle.[15],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1006,39
The skirmish on the Retribution occurs.[549],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1007,40
The hunt for Rivas occurs.[656],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1008,41
"With the exposure of their base on D'Qar, the Resistance begins evacuating. The First Order attacks in the midst of the evacuation, but the Resistance fleet escapes.[621]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1009,42
General Leia Organa sends Inferno Squad and Black Squadron on a mission to the Outer Rim Territories to find allies of the Resistance.[549][657],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1010,43
"The First Order dispatches Commander Pyre and Agent Tierny on a hunt for the Colossus[658]      Siroc was adamant in flying in ""the way the wind is blowing,"" thinking that resistance against the new order would only lead to more suffering, and that the new order would peacefully negotiate with his people.  ",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1011,44
Skirmish over D'Qar[658],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1012,45
Sabotage of the Colossus[659],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1013,46
Mission to Celsor 3[660],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1014,47
Battle on Pastoria. Black Squadron fails to persuade King Siroc to ally with the Resistance against the First Order.[657],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1015,48
"Rey and Chewbacca find Luke Skywalker on Ahch-To, a planet in the Unknown Regions. Skywalker briefly trains her, before she departs to try to redeem Kylo Ren.[15][621]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1016,49
"The First Order fleet ambushes the fleeing Resistance in realspace, having deployed their recently developed means of tracking a ship through hyperspace.[621]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1017,50
The Mission to Canto Bight occurs.[621],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1018,51
"Rey is captured by the First Order whilst trying to redeem Kylo Ren, and brought before Supreme Leader Snoke aboard his flagship, the Supremacy. A wavering Ren betrays and murders Snoke, then attempts to forge a new order for the galaxy with himself and Rey as its new leaders. However, she declines and escapes after a fight in the throne room.[621]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1019,52
Rey's lightsaber is destroyed during the fight.[621],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1020,53
"The Resistance fleet is effectively wiped out in the Crait system while fleeing the First Order fleet, but are able to score a victory of their own as Vice Admiral Amilyn Holdo launches a suicide attack which heavily damages the Supremacy and destroys many Star Destroyers.[621]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1021,54
"Battle of Crait. Resistance forces that escaped to the surface of Crait are pursued by remaining First Order forces in the system. The two factions engage briefly, before the remaining Resistance members escape aboard the Millennium Falcon.[621]      Both lost and alone, a bond of compassion formed between the Jedi-aspirant Rey and Kylo Ren.",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1022,55
"Luke Skywalker dies on Ahch-To, becoming one with the Force.[621]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1023,56
Mission to Drahgor III[661],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1024,57
Mission to Ashas Ree[662],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1025,58
The Battle of Grail City occurs.[663],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1026,59
The Colossus escapes First Order forces during a skirmish by a signal beacon.[664],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1027,60
Resistance pilot Venisa Doza escapes First Order forces and encounters Tamara Ryvora and fellow Cadet Jace Rucklin.[664],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1028,61
"The Resistance establishes itself at the Ryloth Defense Authority cave base. They launch a mission to Corellia and a mission to Bracca. However, they are betrayed by someone in Lessu, the capital city of Ryloth, forcing them to escape during a battle against First Order forces.[608]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1029,62
"Rebuilding his command, Kylo Ren discovers the First Order's reserve forces under Allegiant General Enric Pryde's leadership. Pryde is given a seat on the Supreme Council.",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1030,63
Destruction of Tah'Nuhna[665],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1031,64
Mission to the moon of Avedot[665],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1032,65
Mission to Mon Cala[665],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1033,66
Voxx Vortex 5000[666],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1034,67
Skirmish in Guavian Death Space[667],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1035,68
Infiltration of the Titan[668],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1036,69
Blockade of Kashyyyk[669],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1037,70
Mission to Tevel[670]      Leia Organa persuaded the initially reluctant people of Mon Cala to unite and wage war in sacrifice for their world's freedom against the tyrannical First Order.,A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1038,71
Mission to Minfar[671],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1039,72
Mission to Batuu[672][11],A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1040,73
"The Finalizer is crippled in battle above Batuu. Half a year after the Starkiller Incident, Kylo Ren transfers his command to the Allegiant General Pryde's flagship, the Steadfast.[31]",A war renewed (34 – 35 ABY),,,34 ABY,34,34,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1041,74
Hunt for the Colossus[674],A war renewed (34 – 35 ABY),,,34–35 ABY,34,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1042,75
Rescue of Norath Kev[674],A war renewed (34 – 35 ABY),,,34–35 ABY,34,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1043,76
Kragan Gorr's Warbird gang stages an attempted mutiny on the Colossus.[675],A war renewed (34 – 35 ABY),,,34–35 ABY,34,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1044,77
"First Order forces attack a former Rebellion outpost on Aeos Prime, devastating a local village.[676]",A war renewed (34 – 35 ABY),,,34–35 ABY,34,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1045,78
The Colossus escapes First Order forces on Aeos Prime with the help of the Aeosians.[677],A war renewed (34 – 35 ABY),,,34–35 ABY,34,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1046,79
"Resistance commander Venisa Doza and the Colossus's Ace Squadron breaks the First Order's blockade of Dantooine, evacuating several Resistance recruits.[678]",A war renewed (34 – 35 ABY),,,34–35 ABY,34,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1047,80
Suppression of the Aeos system.[679][680],A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1048,0
"Tamara Ryvora defects from the First Order with the help of her friends Kazuda Xiono and Jarek Yeager, leading to a skirmish that results in the destruction of Commander Pyre and Agent Tierny's Star Destroyer with most hands aboard.[679][680]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1049,1
"The voice of the former Galactic Emperor, Sheev Palpatine, threatens revenge via a broadcast transmitted throughout the galaxy.[681][682]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1050,2
"In determination to eliminate any threat to his power, Kylo Ren travels to Mustafar for a calling Force-imbued Sith wayfinder. Ren travels to the co-ordinate pre-defined within the wayfinder—the planet Exegol—and discovers a resurgent Darth Sidious. Initially intending to bring an end to the dark power he found behind Snoke, Ren hears Sidious reveal that the voices of Snoke and Darth Vader in his head were that of his doing. Sidious then unravels the Final Order, a  massive fleet of Xyston-class Star Destroyers, trying to persuade Ren to join forces and kill Rey, although he actually intended to make her his successor as she was his granddaughter.[681]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1051,3
The Mission to Sinta Glacier Colony occurs; the First Order Supreme Council recognizes a hidden spy within a their ranks.[681],A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1052,4
"The First Order tracks down Rey, Finn, Poe Dameron, C-3PO and Chewbacca to Pasaana during the its once-every-forty-two-years Festival of the Ancestors. While the five managed to evade the First Order thanks to Lando Calrissian, Chewbacca gets captured by the Order and presumed dead by his friends.[681]      Realizing his parents and Rey still loved him, Ben Solo sought to find his strength and do what must be done.",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1053,5
"The mission to Kijimi occurs. Armitage Hux reveals himself to be the spy who has been helping the Resistance and lets them escape, with Rey discovering that Darth Sidious is her grandfather thanks to Kylo Ren. However, Allegiant General Enric Pryde sees through Hux's deception and executes him, taking control of the First Order military.[681]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1054,6
The crew of the Millennium Falcon conducts a mission to Kef Bir in search of the Emperor's whereabouts.[681],A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1055,7
"Rey, in fear after learning of her true lineage and from her tendencies of falling to the dark side of the force, takes Ren's starfighter and attempts to exile herself on Ahch-To, following the footsteps of Luke Skywalker, but is persuaded by the latter to face her destiny and confront her grandfather. Bestowed the lightsaber of Leia Organa and Skywalker's submerged X-wing starfighter, Rey uses the wayfinder aboard the late Kylo Ren's ship to uncover the path to Exegol, throneworld of the Darth Sidious' Sith Eternal, his personal Sith cult.[681]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1056,8
Allegiant General Enric Pryde assumes control of the First Order and pledges himself to Darth Sidious.[681],A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1057,9
"The destruction of Kijimi occurs at the behest of Pryde in a demonstration of loyalty to Sidious. Kijimi, a world affiliated with the Resistance, is destroyed by the axial superlaser of a Xyston-class Star Destroyer offered from the Sith fleet to the First Order military.[681]      The return of the Sith and the coming of an eternal Final Order is ended with the dyadic strength of Rey and Ben, culminating in the rise of Skywalker.",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1058,10
The Battle of Exegol occurs.[681],A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1059,11
"The Resistance confronts the Sith Eternal army and the Final Order. In face of apparent defeat, Lando Calrissian leads a citizens' fleet of allied starships gathered from across the galaxy against the Sith Eternal forces.[681]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1060,12
"Ben Solo arrives at the Sith Citadel to assist Rey, battling through defending Knights of Ren into the throne room.[681]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1061,13
"Darth Sidious fights against Rey and Ben Solo before the Throne of the Sith. Rey dies destroying Sidious, the last of the Sith. [681]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1062,14
"Ben Solo sacrifices himself to revive Rey by giving her what remains of his life Force. Solo becomes one with the Force together with his mother, Leia Skywalker Organa Solo.[681]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1063,15
The allied forces win the battle against the remaining forces of the Sith Eternal.[681],A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1064,16
Resistance and allies hold celebrations on Ajan Kloss; an uprising against the First Order across the galaxy by the galaxy's inhabitants begins.[681],A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1065,17
Rey finalizes the construction of a gold-bladed lightsaber—her new personal weapon.[683],A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1066,18
"Aboard the Millennium Falcon, Rey and BB-8 arrive at Tatooine. The Jedi Rey buries the twin Skywalker's sabers by the Lars homestead and, with the blessing of Luke Skywalker and Leia Skywalker Organa Solo, recognizes herself as a Skywalker.[681]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1067,19
"Rey Skywalker's new blade would go on to honor the Skywalker legacy,[684] and as a Jedi Master, Skywalker worked to restore peace in the galaxy.[11]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1068,20
"With the destruction of the Sith, a new era is ushered in, to be shaped by the Force in ways as yet unknown.[685]",A war renewed (34 – 35 ABY),,,35 ABY,35,35,34,35,5,34 – 35 ABY,34 – 35 ABY,34 – 35 ABY,1069,21
Fey Zara operates a cantina in a distant corner of the galaxy which hosts a series of holotables upon which patrons may play games based on pivotal conflicts of galactic history.[686],Thereafter,,,after,#VALUE!,#VALUE!,#VALUE!,#N/A,6,after,after,after,1070,0
